,UserID,DateTime,SessionID,ProblemID,StepID,Owner,DialogueAct,DialogueActConfidence,Spoke,StepAnswer,ClickStep,NicoMovement,Answered,Transcript
0,14_209017,9/20/17 16:37,1,1,0,user,,50,0,1,hello nico start,,,HELLO FIRST TIME
1,14_209017,9/20/17 16:37,1,1,0,nico,,,,,,1,no answer,Hi! My name is Nico. What is your name?
2,14_209017,9/20/17 16:37,1,1,0,user,statement,50,1,1,none,,,hello Nico my name is Sean
3,14_209017,9/20/17 16:37,1,1,0,nico,,,,,,1,no answer,Nice to meet you! Are you ready to get started?
4,14_209017,9/20/17 16:37,1,1,0,user,statement,50,1,1,none,,,yes
5,14_209017,9/20/17 16:37,1,1,0,nico,,,,,,1,no answer,Oh okay! Press the start teaching button and we can get started!
6,14_209017,9/20/17 16:37,1,1,0,user,,50,0,1,problem start,,,problem start
7,14_209017,9/20/17 16:37,1,1,0,nico,,,,,,1,no answer,"I really want to go swimming with my friends, but I need to put some waterproof paint on first. I need help figuring out how much paint to put on my legs and torso. Can you give me a hint for how to figure out the first part, STEP ONE?"
8,14_209017,9/20/17 16:39,1,1,1,user,statement,50,1,1,none,,,Sonic up this how this is how you know you're how much volume of paint me so you see appear for your feet is 662 6 x 3/2 x 3 equals 6
9,14_209017,9/20/17 16:39,1,1,1,nico,,,,,,1,no answer,"Okay. To figure out how much paint I need for my legs, I look at how much paint I need for my feet?"
10,14_209017,9/20/17 16:39,1,1,1,user,statement,50,1,1,none,,,OK Google show me the find out what how much paint you need for your legs since you have 12 surface surface area you need we need times that by 4 bye what is 4 * 3
11,14_209017,9/20/17 16:39,1,1,1,nico,,,,,,1,no answer,"To figure out how much paint I need for my legs, do I divide?"
12,14_209017,9/20/17 16:40,1,1,1,user,statement,50,1,1,none,,,Monica you need to make a unit 2 X 3 and yeah you need a ride by 3 to 12
13,14_209017,9/20/17 16:40,1,1,1,nico,,,,,,1,no answer,Do we multiply by TWO?
14,14_209017,9/20/17 16:40,1,1,1,user,statement,50,1,1,none,,,you * 3
15,14_209017,9/20/17 16:40,1,1,1,nico,,,,,,1,no answer,Okay. I'm going to multiply the two by two to get four. Is four the answer?
16,14_209017,9/20/17 16:40,1,1,1,user,statement,50,1,1,none,,,yes
17,14_209017,9/20/17 16:40,1,1,1,nico,,,,,,1,answering,Cool! So we need four ounces of paint to cover my feet. I will put the answer is four.
18,14_209017,9/20/17 16:40,1,1,1,user,statement,50,1,33,none,,,Brett
19,14_209017,9/20/17 16:40,1,1,1,nico,,,,,,1,no answer,Okay that sounds good.
20,14_209017,9/20/17 16:41,1,1,1,user,statement,50,1,33,none,,,six wrong paint for your torso hit the times that by 3
21,14_209017,9/20/17 16:41,1,1,1,nico,,,,,,1,no answer,Figuring out the solutions to these problems is challenging for me but you're really helpful.
22,14_209017,9/20/17 16:41,1,1,1,user,statement,50,1,33,none,,,Nico you need to divide 6 multiply 6 and 3
23,14_209017,9/20/17 16:41,1,1,1,nico,,,,,,1,no answer,Okay so we divide six by three. Six divided by three is two right?
